|Entity|Link|latitude|longitude|geocode_query|geocode_status|Subfolder|SourceFileStem|distance_to_dresden_km|historical spelling|Certainty|Index|Year|Title|Author|Travel Period|Pages|Full Page Count|Link_meta|Folder|Digitally Available at|Citable_URL|Gender|Full Sentence|osm_feature_found
914|Tolkewitz|https://de.wikipedia.org/wiki/Tolkewitz|51.0319811|13.8223508|Tolkewitz|ok|202_1827_Reisen_nach_den_vorzüglichsten_Hauptstädten_von_Mittel-Europa._Eine_Schilderung_der_Länder_und_Städt|103|6.289170320352081||certain|202|1827|Reisen nach den vorzüglichsten Hauptstädten von Mittel-Europa. Eine Schilderung der Länder und Städte, ihrer Bewohner, Naturschönheiten, Sehenswürdigkeiten, u.s.w.|Christian Gottfried Daniel Stein|Kein Eintrag vorhanden|Seite(n)102-104|368|https://www.digitale-sammlungen.de/de/view/bsb10622201?page=114|202_1827_Reisen_nach_den_vorzüglichsten_Hauptstädten_von_Mittel-Europa._Eine_Schilderung_der_Länder_und_Städt|BSB München|https://reise.isgv.de/logs/Q109944093|male|Belvedere) kommt man auf einem angenehmen Fußsteige am rechten Elbufer in 3 Stunden über Losch- [PAGE_BREAK] 103 wiz, oder auf dem fürzern Fahrwege über Strießen und Tolkewitz.|True
920|Langebrück|https://de.wikipedia.org/wiki/Langebr%C3%BCck_(Dresden)|51.1313939|13.8409193|Langebrück|ok|203_1827_Reisen_nach_den_vorzüglichsten_Hauptstädten_von_Mittel-Europa._Eine_Schilderung_der_Länder_und_Städt|101|11.553410369414133||certain|203|1827|Reisen nach den vorzüglichsten Hauptstädten von Mittel-Europa. Eine Schilderung der Länder und Städte, ihrer Bewohner, Naturschönheiten, Sehenswürdigkeiten, u.s.w.|Wilhelm von Horn|Kein Eintrag vorhanden|Seite(n)62-102|432|https://www.digitale-sammlungen.de/de/view/bsb10622201?page=74|203_1827_Reisen_nach_den_vorzüglichsten_Hauptstädten_von_Mittel-Europa._Eine_Schilderung_der_Länder_und_Städt|BSB München|https://reise.isgv.de/logs/Q109943991|male|Der nächste Weg nach dem 3 Stunden von Dres-den entfernten lieblichen Seifersdorfer Thale führt über Langebrück und Schönborn.|True
921|Augustusbad|https://de.wikipedia.org/wiki/Augustusbad_(Dresden)|51.1396829|13.9095255|Augustusbad|ok|203_1827_Reisen_nach_den_vorzüglichsten_Hauptstädten_von_Mittel-Europa._Eine_Schilderung_der_Länder_und_Städt|101|15.59533097440324||certain|203|1827|Reisen nach den vorzüglichsten Hauptstädten von Mittel-Europa. Eine Schilderung der Länder und Städte, ihrer Bewohner, Naturschönheiten, Sehenswürdigkeiten, u.s.w.|Wilhelm von Horn|Kein Eintrag vorhanden|Seite(n)62-102|432|https://www.digitale-sammlungen.de/de/view/bsb10622201?page=74|203_1827_Reisen_nach_den_vorzüglichsten_Hauptstädten_von_Mittel-Europa._Eine_Schilderung_der_Länder_und_Städt|BSB München|https://reise.isgv.de/logs/Q109943991|male|über Liegau an der Röder führt ein angenehmer Weg nach dem Augustusbad, einer der kräftigsten eisenhaltigen Quellen Sachsens.|False
922|Zschoney- oder Ockerwitzgrund||51.0585542|13.6412782|Zschonergrund (Ockerwitz)|ok|203_1827_Reisen_nach_den_vorzüglichsten_Hauptstädten_von_Mittel-Europa._Eine_Schilderung_der_Länder_und_Städt|101|6.7724266556590145|Zschoney- oder Ockerwitzgrund,|certain|203|1827|Reisen nach den vorzüglichsten Hauptstädten von Mittel-Europa. Eine Schilderung der Länder und Städte, ihrer Bewohner, Naturschönheiten, Sehenswürdigkeiten, u.s.w.|Wilhelm von Horn|Kein Eintrag vorhanden|Seite(n)62-102|432|https://www.digitale-sammlungen.de/de/view/bsb10622201?page=74|203_1827_Reisen_nach_den_vorzüglichsten_Hauptstädten_von_Mittel-Europa._Eine_Schilderung_der_Länder_und_Städt|BSB München|https://reise.isgv.de/logs/Q109943991|male|Nicht minder angenehm ist hinter dem Dorfe Priesnitz der reizende Zschoney- oder Ockerwitzgrund, der auf beiden Seiten mit Ber-gen eingeschlossen ist, die mit dem lebhaftesten Grün be-kleidet sind.|False
923|Zschone||51.0517787|13.6286175|Zschone|ok|203_1827_Reisen_nach_den_vorzüglichsten_Hauptstädten_von_Mittel-Europa._Eine_Schilderung_der_Länder_und_Städt|101|7.598479841549264||certain|203|1827|Reisen nach den vorzüglichsten Hauptstädten von Mittel-Europa. Eine Schilderung der Länder und Städte, ihrer Bewohner, Naturschönheiten, Sehenswürdigkeiten, u.s.w.|Wilhelm von Horn|Kein Eintrag vorhanden|Seite(n)62-102|432|https://www.digitale-sammlungen.de/de/view/bsb10622201?page=74|203_1827_Reisen_nach_den_vorzüglichsten_Hauptstädten_von_Mittel-Europa._Eine_Schilderung_der_Länder_und_Städt|BSB München|https://reise.isgv.de/logs/Q109943991|male|In dem Thale selbst wechseln Wiesen und Laubholz auf das Angenehmste miteinander ab, und die Zschone durchrieselt es, wodurch besonders im Frühjahren die Schönheit der Gegend noch mehr erhöht wird. --*)|False
930|Gauernitz|https://de.wikipedia.org/wiki/Gauernitz|51.1139914|13.5558206|Gauernitz|ok|203_1827_Reisen_nach_den_vorzüglichsten_Hauptstädten_von_Mittel-Europa._Eine_Schilderung_der_Länder_und_Städt|62|14.515654314204083||certain|203|1827|Reisen nach den vorzüglichsten Hauptstädten von Mittel-Europa. Eine Schilderung der Länder und Städte, ihrer Bewohner, Naturschönheiten, Sehenswürdigkeiten, u.s.w.|Wilhelm von Horn|Kein Eintrag vorhanden|Seite(n)62-102|432|https://www.digitale-sammlungen.de/de/view/bsb10622201?page=74|203_1827_Reisen_nach_den_vorzüglichsten_Hauptstädten_von_Mittel-Europa._Eine_Schilderung_der_Länder_und_Städt|BSB München|https://reise.isgv.de/logs/Q109943991|male|Sehr angenehme Wege führen von Meißen nach dem 6 Stunden entfernten Dresden; der kürzere, besonders im Sommer angenehme und dem Fußgänger zu empfehlende Weg auf dem linken Elbufer geht über Scharfenberg, Gauernitz und Prießnitz; die Poststraße auf dem rechten Ufer führt über Brockwitz und Zschishewig zum Theil längs Rebengeländern mit schön erbauten Lusthäusern.|False
931|Brockwitz|https://de.wikipedia.org/wiki/Brockwitz|51.136219|13.5574709|Brockwitz|ok|203_1827_Reisen_nach_den_vorzüglichsten_Hauptstädten_von_Mittel-Europa._Eine_Schilderung_der_Länder_und_Städt|62|15.772801918177116||certain|203|1827|Reisen nach den vorzüglichsten Hauptstädten von Mittel-Europa. Eine Schilderung der Länder und Städte, ihrer Bewohner, Naturschönheiten, Sehenswürdigkeiten, u.s.w.|Wilhelm von Horn|Kein Eintrag vorhanden|Seite(n)62-102|432|https://www.digitale-sammlungen.de/de/view/bsb10622201?page=74|203_1827_Reisen_nach_den_vorzüglichsten_Hauptstädten_von_Mittel-Europa._Eine_Schilderung_der_Länder_und_Städt|BSB München|https://reise.isgv.de/logs/Q109943991|male|Sehr angenehme Wege führen von Meißen nach dem 6 Stunden entfernten Dresden; der kürzere, besonders im Sommer angenehme und dem Fußgänger zu empfehlende Weg auf dem linken Elbufer geht über Scharfenberg, Gauernitz und Prießnitz; die Poststraße auf dem rechten Ufer führt über Brockwitz und Zschishewig zum Theil längs Rebengeländern mit schön erbauten Lusthäusern.|False
933|Hoflößnitz|https://de.wikipedia.org/wiki/Hofl%C3%B6%C3%9Fnitz|51.1116842|13.6617943|Hoflößnitz|ok|203_1827_Reisen_nach_den_vorzüglichsten_Hauptstädten_von_Mittel-Europa._Eine_Schilderung_der_Länder_und_Städt|62|8.617265759912211||certain|203|1827|Reisen nach den vorzüglichsten Hauptstädten von Mittel-Europa. Eine Schilderung der Länder und Städte, ihrer Bewohner, Naturschönheiten, Sehenswürdigkeiten, u.s.w.|Wilhelm von Horn|Kein Eintrag vorhanden|Seite(n)62-102|432|https://www.digitale-sammlungen.de/de/view/bsb10622201?page=74|203_1827_Reisen_nach_den_vorzüglichsten_Hauptstädten_von_Mittel-Europa._Eine_Schilderung_der_Länder_und_Städt|BSB München|https://reise.isgv.de/logs/Q109943991|male|Die Thalebene wird östlich von den bei Pirna sich mit der sächsischen Schweiz verbindenden Anhöhen begrenzt; ähnliche Anhöhen im Süden und Westen hängen mit dem Erzgebirge zusammen, und nordwestlich steigen die weinbezehrtnnten Höhen der Hoflößnitz empor.|False
939|Altstadt (Dresden)|https://de.wikipedia.org/wiki/Altstadt_(Dresden)|51.0523842|13.7381876|Altstadt (Dresden)|ok|203_1827_Reisen_nach_den_vorzüglichsten_Hauptstädten_von_Mittel-Europa._Eine_Schilderung_der_Länder_und_Städt|63|0.22919071582787018|Altstadt|certain|203|1827|Reisen nach den vorzüglichsten Hauptstädten von Mittel-Europa. Eine Schilderung der Länder und Städte, ihrer Bewohner, Naturschönheiten, Sehenswürdigkeiten, u.s.w.|Wilhelm von Horn|Kein Eintrag vorhanden|Seite(n)62-102|432|https://www.digitale-sammlungen.de/de/view/bsb10622201?page=74|203_1827_Reisen_nach_den_vorzüglichsten_Hauptstädten_von_Mittel-Europa._Eine_Schilderung_der_Länder_und_Städt|BSB München|https://reise.isgv.de/logs/Q109943991|male|Auf dem linken Elbufer liegen Dresden oder die Altstadt mit 3 Vorstädten und die durch die Weisseritz von jenen getrennte Friedrichsstadt; auf dem rechten Ufer die Neustadt mit dem neuen Anbau, einer Art von Vorstadt.|False
941|Friedrichsstadt (Dresden)|https://de.wikipedia.org/wiki/Friedrichstadt_(Dresden)|51.0588443|13.714757|Friedrichstadt (Dresden)|ok|203_1827_Reisen_nach_den_vorzüglichsten_Hauptstädten_von_Mittel-Europa._Eine_Schilderung_der_Länder_und_Städt|63|1.834202671588646|Friedrichsstadt;|certain|203|1827|Reisen nach den vorzüglichsten Hauptstädten von Mittel-Europa. Eine Schilderung der Länder und Städte, ihrer Bewohner, Naturschönheiten, Sehenswürdigkeiten, u.s.w.|Wilhelm von Horn|Kein Eintrag vorhanden|Seite(n)62-102|432|https://www.digitale-sammlungen.de/de/view/bsb10622201?page=74|203_1827_Reisen_nach_den_vorzüglichsten_Hauptstädten_von_Mittel-Europa._Eine_Schilderung_der_Länder_und_Städt|BSB München|https://reise.isgv.de/logs/Q109943991|male|Auf dem linken Elbufer liegen Dresden oder die Altstadt mit 3 Vorstädten und die durch die Weisseritz von jenen getrennte Friedrichsstadt; auf dem rechten Ufer die Neustadt mit dem neuen Anbau, einer Art von Vorstadt.|False
948|Zwinger (Gebäude)|https://de.wikipedia.org/wiki/Zwinger_(Dresden)|51.0530296|13.7349775|Zwinger (Dresden)|ok|203_1827_Reisen_nach_den_vorzüglichsten_Hauptstädten_von_Mittel-Europa._Eine_Schilderung_der_Länder_und_Städt|72|0.33444218636878353|Zwingergebäudes|certain|203|1827|Reisen nach den vorzüglichsten Hauptstädten von Mittel-Europa. Eine Schilderung der Länder und Städte, ihrer Bewohner, Naturschönheiten, Sehenswürdigkeiten, u.s.w.|Wilhelm von Horn|Kein Eintrag vorhanden|Seite(n)62-102|432|https://www.digitale-sammlungen.de/de/view/bsb10622201?page=74|203_1827_Reisen_nach_den_vorzüglichsten_Hauptstädten_von_Mittel-Europa._Eine_Schilderung_der_Länder_und_Städt|BSB München|https://reise.isgv.de/logs/Q109943991|male|In einem Pavillon über der Walltreppe des Zwingergebäudes sieht man die Modelle des Tempels Salomons, der Stiftshütte und einer Synagoge.|False
949|Augustusstraße|https://de.wikipedia.org/wiki/Augustusstra%C3%9Fe_(Dresden)|51.05282|13.7390164|Augustusstraße|ok|203_1827_Reisen_nach_den_vorzüglichsten_Hauptstädten_von_Mittel-Europa._Eine_Schilderung_der_Länder_und_Städt|73|0.29462630767643033||certain|203|1827|Reisen nach den vorzüglichsten Hauptstädten von Mittel-Europa. Eine Schilderung der Länder und Städte, ihrer Bewohner, Naturschönheiten, Sehenswürdigkeiten, u.s.w.|Wilhelm von Horn|Kein Eintrag vorhanden|Seite(n)62-102|432|https://www.digitale-sammlungen.de/de/view/bsb10622201?page=74|203_1827_Reisen_nach_den_vorzüglichsten_Hauptstädten_von_Mittel-Europa._Eine_Schilderung_der_Länder_und_Städt|BSB München|https://reise.isgv.de/logs/Q109943991|male|[PAGE_BREAK] 14. In der Augustusstraße, unweit des königl.|True
952|Altmarkt|https://de.wikipedia.org/wiki/Altmarkt_(Dresden)|51.0496269|13.7378803|Altmarkt|ok|203_1827_Reisen_nach_den_vorzüglichsten_Hauptstädten_von_Mittel-Europa._Eine_Schilderung_der_Länder_und_Städt|74|0.09505477157862094||certain|203|1827|Reisen nach den vorzüglichsten Hauptstädten von Mittel-Europa. Eine Schilderung der Länder und Städte, ihrer Bewohner, Naturschönheiten, Sehenswürdigkeiten, u.s.w.|Wilhelm von Horn|Kein Eintrag vorhanden|Seite(n)62-102|432|https://www.digitale-sammlungen.de/de/view/bsb10622201?page=74|203_1827_Reisen_nach_den_vorzüglichsten_Hauptstädten_von_Mittel-Europa._Eine_Schilderung_der_Länder_und_Städt|BSB München|https://reise.isgv.de/logs/Q109943991|male|Den 180 Schritte langen Altmarkt, den einzigen regelmäßigen Platz der Altstadt, der aber leider die ganze Woche hin-durch durch Buden, Zwiebel- und Käsehändler entsteht wird, ziert das Rathaus.|True
959|Katholische Hofkirche|https://de.wikipedia.org/wiki/Katholische_Hofkirche_(Dresden)|51.0534998|13.7373501|Katholische Hofkirche|ok|203_1827_Reisen_nach_den_vorzüglichsten_Hauptstädten_von_Mittel-Europa._Eine_Schilderung_der_Länder_und_Städt|77|0.3447002989029597|katholische Hofkirche,|certain|203|1827|Reisen nach den vorzüglichsten Hauptstädten von Mittel-Europa. Eine Schilderung der Länder und Städte, ihrer Bewohner, Naturschönheiten, Sehenswürdigkeiten, u.s.w.|Wilhelm von Horn|Kein Eintrag vorhanden|Seite(n)62-102|432|https://www.digitale-sammlungen.de/de/view/bsb10622201?page=74|203_1827_Reisen_nach_den_vorzüglichsten_Hauptstädten_von_Mittel-Europa._Eine_Schilderung_der_Länder_und_Städt|BSB München|https://reise.isgv.de/logs/Q109943991|male|Die katholische Hofkirche, zwischen der Brücke und dem Schlosse, mit welchem sie durch einen bedeckten Gang verbunden ist, seit 1751 von dem italienischen Baumeister Gaetano Chiaverio mit wenig Erfindungsgeist und in gotischer Form aus antiken und modernen Zeilen zusammengesetzt und aus pirnaischem Sandstein erbaut, bildet im Schiff ein Oval, in der ganzen Form ein Viereck, das an beiden Hauptenden durch ovale Vorlagen für den Thurm und die Sakristei begrenzt wird, und hat außer dem nach dem Palazzo gekehrten Haupteingange noch 4 Eingänge.|False
965|Brühltschen Garten|https://de.wikipedia.org/wiki/Br%C3%BChlscher_Garten|51.0528256|13.7449443|Brühlscher Garten (Dresden)|ok|203_1827_Reisen_nach_den_vorzüglichsten_Hauptstädten_von_Mittel-Europa._Eine_Schilderung_der_Länder_und_Städt|82|0.598545920766925||certain|203|1827|Reisen nach den vorzüglichsten Hauptstädten von Mittel-Europa. Eine Schilderung der Länder und Städte, ihrer Bewohner, Naturschönheiten, Sehenswürdigkeiten, u.s.w.|Wilhelm von Horn|Kein Eintrag vorhanden|Seite(n)62-102|432|https://www.digitale-sammlungen.de/de/view/bsb10622201?page=74|203_1827_Reisen_nach_den_vorzüglichsten_Hauptstädten_von_Mittel-Europa._Eine_Schilderung_der_Länder_und_Städt|BSB München|https://reise.isgv.de/logs/Q109943991|male|Man sieht hier die ersten Proben von Böttchers Erfindung, braunes und rothes jaspisartiges, das schwarze, zum Theil glasierthe und mit Far- ben bemalte, und das weiße, von Böttcher 1709 in seiner Werkstätte im Brühltschen Garten erfundene Por- zelain.|False
966|Neudorf (Dresden)|https://de.wikipedia.org/wiki/Neudorf_(Dresden)|51.0735263|13.7281324|Neudorf (Dresden)|ok|203_1827_Reisen_nach_den_vorzüglichsten_Hauptstädten_von_Mittel-Europa._Eine_Schilderung_der_Länder_und_Städt|85|2.650136754833862|Neudorf.|certain|203|1827|Reisen nach den vorzüglichsten Hauptstädten von Mittel-Europa. Eine Schilderung der Länder und Städte, ihrer Bewohner, Naturschönheiten, Sehenswürdigkeiten, u.s.w.|Wilhelm von Horn|Kein Eintrag vorhanden|Seite(n)62-102|432|https://www.digitale-sammlungen.de/de/view/bsb10622201?page=74|203_1827_Reisen_nach_den_vorzüglichsten_Hauptstädten_von_Mittel-Europa._Eine_Schilderung_der_Länder_und_Städt|BSB München|https://reise.isgv.de/logs/Q109943991|male|Westlich liegen die Scheunenhöfe und das auch zum Stadttweichbilde gehörende Neudorf.|False
968|Neumarkt (Dresden)|https://de.wikipedia.org/wiki/Neumarkt_(Dresden)|51.0513099|13.7407113|Neumarkt (Dresden)|ok|203_1827_Reisen_nach_den_vorzüglichsten_Hauptstädten_von_Mittel-Europa._Eine_Schilderung_der_Länder_und_Städt|85|0.2590289297820039|Neumarkte,|certain|203|1827|Reisen nach den vorzüglichsten Hauptstädten von Mittel-Europa. Eine Schilderung der Länder und Städte, ihrer Bewohner, Naturschönheiten, Sehenswürdigkeiten, u.s.w.|Wilhelm von Horn|Kein Eintrag vorhanden|Seite(n)62-102|432|https://www.digitale-sammlungen.de/de/view/bsb10622201?page=74|203_1827_Reisen_nach_den_vorzüglichsten_Hauptstädten_von_Mittel-Europa._Eine_Schilderung_der_Länder_und_Städt|BSB München|https://reise.isgv.de/logs/Q109943991|male|17. Zu den Lehr- und Bildungsanstalten gehört zunächst die Kreuzschule, für künftige Gelehrte, 1826 mit 416 Schülern; Bürgerschulen sind die Annen-schule, die Bürgerschule in Neustadt, die Realschule in Friedrichstadt mit einem Landschullehrerseminar von 50 Jöglingen; die Friedrich-August-Schule am Neumarkte, bei Gelegenheit der Regierungs-Zubelfeier des vorigen Königs gestiftet; die Töchterschule auf der grossen Brüdergasse.|False
969|Italienisches Dörfchen||51.054536|13.7370727|Italienisches Dörfchen|ok|203_1827_Reisen_nach_den_vorzüglichsten_Hauptstädten_von_Mittel-Europa._Eine_Schilderung_der_Länder_und_Städt|86|0.4601772017721704|italienischen Dörfchen,|certain|203|1827|Reisen nach den vorzüglichsten Hauptstädten von Mittel-Europa. Eine Schilderung der Länder und Städte, ihrer Bewohner, Naturschönheiten, Sehenswürdigkeiten, u.s.w.|Wilhelm von Horn|Kein Eintrag vorhanden|Seite(n)62-102|432|https://www.digitale-sammlungen.de/de/view/bsb10622201?page=74|203_1827_Reisen_nach_den_vorzüglichsten_Hauptstädten_von_Mittel-Europa._Eine_Schilderung_der_Länder_und_Städt|BSB München|https://reise.isgv.de/logs/Q109943991|male|Die katholische Gemeinde hat 3 allgemeine Schulen: die Hauptschule im italienischen Dörfchen, die Gemein-schule in Neustadt und die Schule in Friedrichstadt, und außerdem eine lateinische Schule im geistlichen Hause auf der Schlossgasse und das Josephinen-Institut für 60 bürgerliche und adeliche katholische Mädchen.|True
977|Borthen||50.9696158|13.8016583|Borthen|ok|203_1827_Reisen_nach_den_vorzüglichsten_Hauptstädten_von_Mittel-Europa._Eine_Schilderung_der_Länder_und_Städt|94|10.04811617738708||certain|203|1827|Reisen nach den vorzüglichsten Hauptstädten von Mittel-Europa. Eine Schilderung der Länder und Städte, ihrer Bewohner, Naturschönheiten, Sehenswürdigkeiten, u.s.w.|Wilhelm von Horn|Kein Eintrag vorhanden|Seite(n)62-102|432|https://www.digitale-sammlungen.de/de/view/bsb10622201?page=74|203_1827_Reisen_nach_den_vorzüglichsten_Hauptstädten_von_Mittel-Europa._Eine_Schilderung_der_Länder_und_Städt|BSB München|https://reise.isgv.de/logs/Q109943991|male|ferenorte, leurichterur man die Gegend am E descrone auf der einen Sidee bis weit-flus den den Jhairsls, und auf der anderen bis zum Weijeberge des Prinzen Friedrich, darüber hinaus und mer vorwärts, hier bis zum Satelleberger und多吃 [PAGE_BREAK] 94 bis zum Windberg und Borthen. *)|False
978|Racknitz|https://de.wikipedia.org/wiki/Racknitz|51.0251896|13.7333866|Racknitz|ok|203_1827_Reisen_nach_den_vorzüglichsten_Hauptstädten_von_Mittel-Europa._Eine_Schilderung_der_Länder_und_Städt|94|2.8165950539817874||certain|203|1827|Reisen nach den vorzüglichsten Hauptstädten von Mittel-Europa. Eine Schilderung der Länder und Städte, ihrer Bewohner, Naturschönheiten, Sehenswürdigkeiten, u.s.w.|Wilhelm von Horn|Kein Eintrag vorhanden|Seite(n)62-102|432|https://www.digitale-sammlungen.de/de/view/bsb10622201?page=74|203_1827_Reisen_nach_den_vorzüglichsten_Hauptstädten_von_Mittel-Europa._Eine_Schilderung_der_Länder_und_Städt|BSB München|https://reise.isgv.de/logs/Q109943991|male|Bei dem drei Viertelstunden entfernten Dorfe Racknitz ist das Denkmal Moreau's aufgestellt, dem, als er hier am 27sten Aug. 1813 dem Kaiser Alexander seine Beobachtungen der feindlichen Schlachtlinie mittheilte, eine Kanonenkugel beide Beine zerschmetterte.|False
981|Schießgasse||51.0505542|13.7441457|Schießgasse|ok|203_1827_Reisen_nach_den_vorzüglichsten_Hauptstädten_von_Mittel-Europa._Eine_Schilderung_der_Länder_und_Städt|96|0.4788295551357243||certain|203|1827|Reisen nach den vorzüglichsten Hauptstädten von Mittel-Europa. Eine Schilderung der Länder und Städte, ihrer Bewohner, Naturschönheiten, Sehenswürdigkeiten, u.s.w.|Wilhelm von Horn|Kein Eintrag vorhanden|Seite(n)62-102|432|https://www.digitale-sammlungen.de/de/view/bsb10622201?page=74|203_1827_Reisen_nach_den_vorzüglichsten_Hauptstädten_von_Mittel-Europa._Eine_Schilderung_der_Länder_und_Städt|BSB München|https://reise.isgv.de/logs/Q109943991|male|Außerdem sind noch mehrere geschlossene Gesellschaften: Resource in der Seegasse, Harmonie auf der großen Schießgasse, Conversation, Urania, Euphemia, Place de repos, freundschaftlicher Zirkel im Gasthof zur Stadt Leipzig und der Kaufmännische Verein im Calberla'schen Hause an der Elbe, wo auch Fremde durch Mitglieder eingeführt werden können.|True
984|Lockwitzgrund||50.9856692|13.8022696|Lockwitzgrund|ok|203_1827_Reisen_nach_den_vorzüglichsten_Hauptstädten_von_Mittel-Europa._Eine_Schilderung_der_Länder_und_Städt|96|8.51241560492047||certain|203|1827|Reisen nach den vorzüglichsten Hauptstädten von Mittel-Europa. Eine Schilderung der Länder und Städte, ihrer Bewohner, Naturschönheiten, Sehenswürdigkeiten, u.s.w.|Wilhelm von Horn|Kein Eintrag vorhanden|Seite(n)62-102|432|https://www.digitale-sammlungen.de/de/view/bsb10622201?page=74|203_1827_Reisen_nach_den_vorzüglichsten_Hauptstädten_von_Mittel-Europa._Eine_Schilderung_der_Länder_und_Städt|BSB München|https://reise.isgv.de/logs/Q109943991|male|Durch den großen Garten und das Dorf Strehla kommt man nach Lockwitz, wo sich der angenehme Lockwitzgrund öffnet und freundliche Wiesen von beschatteten Höhen einschließt.|True
985|Kreischa|https://de.wikipedia.org/wiki/Kreischa|50.9453729|13.7601024|Kreischa|ok|203_1827_Reisen_nach_den_vorzüglichsten_Hauptstädten_von_Mittel-Europa._Eine_Schilderung_der_Länder_und_Städt|97|11.78701057008698||certain|203|1827|Reisen nach den vorzüglichsten Hauptstädten von Mittel-Europa. Eine Schilderung der Länder und Städte, ihrer Bewohner, Naturschönheiten, Sehenswürdigkeiten, u.s.w.|Wilhelm von Horn|Kein Eintrag vorhanden|Seite(n)62-102|432|https://www.digitale-sammlungen.de/de/view/bsb10622201?page=74|203_1827_Reisen_nach_den_vorzüglichsten_Hauptstädten_von_Mittel-Europa._Eine_Schilderung_der_Länder_und_Städt|BSB München|https://reise.isgv.de/logs/Q109943991|male|Folgt man dem Laufe des Bachs, so kommt man zu dem schön liegen den Dorfe Kreischa, dem Hauptsitz der Strohwaarenfabrikation.|True
988|Müglitztal|https://de.wikipedia.org/wiki/M%C3%BCglitztal|50.9337997|13.8591116|Müglitztal|ok|203_1827_Reisen_nach_den_vorzüglichsten_Hauptstädten_von_Mittel-Europa._Eine_Schilderung_der_Länder_und_Städt|97|15.517251676666188|Müglitzthale.|certain|203|1827|Reisen nach den vorzüglichsten Hauptstädten von Mittel-Europa. Eine Schilderung der Länder und Städte, ihrer Bewohner, Naturschönheiten, Sehenswürdigkeiten, u.s.w.|Wilhelm von Horn|Kein Eintrag vorhanden|Seite(n)62-102|432|https://www.digitale-sammlungen.de/de/view/bsb10622201?page=74|203_1827_Reisen_nach_den_vorzüglichsten_Hauptstädten_von_Mittel-Europa._Eine_Schilderung_der_Länder_und_Städt|BSB München|https://reise.isgv.de/logs/Q109943991|male|mit den Trümmern des alten Stammssitzes der im Mittelalter mächtigen Burggrafen von Dohna, und zu dem durch seine merkwürdige Bauart ausgezeichneten Schlosse Weißenstein im Müglitzthale.|False
995|Burg Tharant||50.982634|13.5813082|Burg Tharandt (Tharandt)|ok|203_1827_Reisen_nach_den_vorzüglichsten_Hauptstädten_von_Mittel-Europa._Eine_Schilderung_der_Länder_und_Städt|99|13.26090596857067|Burg Tha rant,|certain|203|1827|Reisen nach den vorzüglichsten Hauptstädten von Mittel-Europa. Eine Schilderung der Länder und Städte, ihrer Bewohner, Naturschönheiten, Sehenswürdigkeiten, u.s.w.|Wilhelm von Horn|Kein Eintrag vorhanden|Seite(n)62-102|432|https://www.digitale-sammlungen.de/de/view/bsb10622201?page=74|203_1827_Reisen_nach_den_vorzüglichsten_Hauptstädten_von_Mittel-Europa._Eine_Schilderung_der_Länder_und_Städt|BSB München|https://reise.isgv.de/logs/Q109943991|male|Zwischen Syenitfelsen und waldigen Höhen sieht man bald darauf die Trümmer der alten Burg Tha rant, wo 3 anmuthige Thäler zusammenlaufen.|False
1012|Dresdner Gallerie||51.0002282|13.6499109|Dresdner Galerie|ok|205_1831_Skizzen_einer_Reise_von_Wien_über_Prag,_Teplitz,_Dresden,_Berlin,_Leipzig,_Weimar,_Frankfurt_am_Main|39|8.275215085242193||certain|205|1831|Skizzen einer Reise von Wien über Prag, Teplitz, Dresden, Berlin, Leipzig, Weimar, Frankfurt am Main, Darmstadt, Heidelberg, Mannheim, Karlsruhe, Stuttgart, München, Salzburg, Linz, und von dort nach Wien zurück|Johann Ludwig Deinhardstein|Kein Eintrag vorhanden|Seite(n)28-44|192|https://www.digitale-sammlungen.de/de/view/bsb10466628?page=38|205_1831_Skizzen_einer_Reise_von_Wien_über_Prag,_Teplitz,_Dresden,_Berlin,_Leipzig,_Weimar,_Frankfurt_am_Main|BSB München|https://reise.isgv.de/logs/Q109943939|male|Was seine Nacht betrifft, soll die Dresdner Gallerie noch bedeutendere Bilder von ihm besitzen; ich habe mich von dem Zauber der Wirkung der vom Jesuskinde über das Bild ausgehenden Beleuchtung nie losreißen können.|False
1014|Brühlsche Terrasse|https://de.wikipedia.org/wiki/Brühlsche_Terrasse|51.0534105|13.740608|Brühlsche Terrasse|ok|205_1831_Skizzen_einer_Reise_von_Wien_über_Prag,_Teplitz,_Dresden,_Berlin,_Leipzig,_Weimar,_Frankfurt_am_Main|41|0.4068474779777621||certain|205|1831|Skizzen einer Reise von Wien über Prag, Teplitz, Dresden, Berlin, Leipzig, Weimar, Frankfurt am Main, Darmstadt, Heidelberg, Mannheim, Karlsruhe, Stuttgart, München, Salzburg, Linz, und von dort nach Wien zurück|Johann Ludwig Deinhardstein|Kein Eintrag vorhanden|Seite(n)28-44|192|https://www.digitale-sammlungen.de/de/view/bsb10466628?page=38|205_1831_Skizzen_einer_Reise_von_Wien_über_Prag,_Teplitz,_Dresden,_Berlin,_Leipzig,_Weimar,_Frankfurt_am_Main|BSB München|https://reise.isgv.de/logs/Q109943939|male|Einen sehr interessanten Anblick, besonders am Ende, wo sich die einladende Restauration befindet, gewährt die Brühlsche Terrasse, der imposanten katholischen Kirche gegenüber.|True
